"BATHRM","HEAT_D","AC","NUM_UNITS","ROOMS","BEDRM","AYB","YR_RMDL","SALEDATE","PRICE","QUALIFIED","STYLE","STRUCT","GRADE_D","CNDTN_D","EXTWALL_D","ROOF","INTWALL_D","KITCHENS","FIREPLACES","LANDAREA","GIS_LAST_MOD_DTTM"
1,"Forced Air","Y",1,5,2,1927,2009,"1997-04-29T00:00:00.000Z",42500,"U",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,1622,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,5,1917,,"2001-01-01T00:00:00.000Z",0,"U",4,6,"Above Average","Average","Common Brick",6,"Hardwood",1,0,2900,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,10,4,0,2004,"2017-03-24T00:00:00.000Z",610000,"U",4,6,"Average","Average","Common Brick",0,"Hardwood",1,0,1400,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1925,,"2016-03-09T00:00:00.000Z",670000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1600,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,3,1927,2011,"2017-03-09T00:00:00.000Z",683000,"Q",4,7,"Average","Good","Common Brick",6,"Hardwood",2,0,2545,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"2013-02-27T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1600,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1600,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,3,1922,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Above Average","Average","Shingle",1,"Hardwood",1,1,7626,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,4,1926,,"1900-01-01T00:00:00.000Z",,"U",7,6,"Above Average","Average","Common Brick",6,"Hardwood",1,1,2720,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,10,4,1925,2014,"2014-06-17T00:00:00.000Z",682500,"Q",4,6,"Above Average","Very Good","Common Brick",6,"Hardwood",1,0,1466,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,9,4,1927,2000,"2007-10-10T00:00:00.000Z",391000,"Q",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1445,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1931,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",2,"Hardwood",1,0,2098,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","N",4,16,8,1935,,"1999-06-30T00:00:00.000Z",120000,"U",4,2,"Average","Average","Common Brick",6,"Hardwood",4,0,3501,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1931,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2531,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1913,,"1992-11-05T00:00:00.000Z",124900,"Q",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,1,3206,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1927,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2200,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1913,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,1,1848,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,10,4,1927,2015,"2015-12-22T00:00:00.000Z",650000,"Q",4,8,"Average","Good","Shingle",2,"Hardwood",2,1,2427,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,4,1927,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,1,2692,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1916,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1750,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,10,5,1925,2005,"2016-07-21T00:00:00.000Z",850000,"Q",4,6,"Average","Good","Common Brick",6,"Hardwood",1,0,2150,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1914,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2749,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1920,2012,"1900-01-01T00:00:00.000Z",,"U",4,1,"Above Average","Average","Common Brick",1,"Ceramic Tile",1,1,4171,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,6,3,1926,,"2004-10-29T00:00:00.000Z",349900,"Q",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,1607,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,4,1927,2004,"2009-01-29T00:00:00.000Z",255900,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1576,"2018-07-22T18:01:43.000Z"
6,"Warm Cool","Y",1,15,5,1917,,"2007-12-17T00:00:00.000Z",798000,"Q",4,1,"Above Average","Average","Shingle",1,"Hardwood/Carp",2,1,6600,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1932,1970,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1350,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,10,3,1931,2015,"2015-08-11T00:00:00.000Z",679000,"Q",4,7,"Average","Very Good","Common Brick",6,"Hardwood",1,0,1800,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1929,,"2009-08-28T00:00:00.000Z",260000,"Q",4,7,"Average","Fair","Common Brick",6,"Hardwood",2,0,2850,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1929,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Brick/Siding",6,"Hardwood",1,0,2850,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1929,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1753,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,3,1935,2014,"2015-03-16T00:00:00.000Z",554000,"Q",4,8,"Average","Good","Common Brick",2,"Hardwood",1,0,1576,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,3,1920,,"2012-12-19T00:00:00.000Z",0,"U",3,1,"Above Average","Average","Shingle",1,"Hardwood",1,1,4400,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1929,,"2008-09-24T00:00:00.000Z",285000,"Q",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,1789,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1929,,"2015-03-23T00:00:00.000Z",0,"U",4,6,"Above Average","Average","Common Brick",2,"Hardwood",1,1,2678,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1926,2007,"2013-05-15T00:00:00.000Z",450000,"Q",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,2200,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1926,2016,"2016-05-31T00:00:00.000Z",550000,"Q",4,8,"Above Average","Good","Common Brick",2,"Hardwood",1,0,1572,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,11,5,1910,1949,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Stone Veneer",6,"Hardwood",1,0,4988,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,3,1937,,"1999-02-24T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",6,"Hardwood",1,1,2585,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1895,,"2010-06-07T00:00:00.000Z",0,"U",7,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1500,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,9,4,1914,,"1999-07-12T00:00:00.000Z",160000,"Q",5,1,"Above Average","Average","Stucco",11,"Hardwood",1,1,8198,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1923,,"2011-06-23T00:00:00.000Z",240000,"U",4,8,"Above Average","Average","Common Brick",6,"Hardwood",1,0,3563,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1927,,"2005-03-21T00:00:00.000Z",265900,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2043,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,5,1895,,"2016-08-02T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",2,"Hardwood",1,2,1500,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,8,4,1895,2005,"2008-03-25T00:00:00.000Z",430000,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",2,0,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1935,,"2015-12-29T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",6,"Hardwood",1,0,1576,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1928,,"2005-05-31T00:00:00.000Z",380000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2800,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1925,,"2013-06-25T00:00:00.000Z",472000,"Q",4,6,"Average","Average","Common Brick",6,"Hardwood",1,0,1893,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1930,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1925,,"2018-01-03T00:00:00.000Z",390000,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1600,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1926,,"2004-09-17T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2565,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1312,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1920,2016,"2016-05-11T00:00:00.000Z",715000,"Q",4,1,"Average","Good","Wood Siding",1,"Hardwood",1,1,4088,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1924,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1800,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1929,,"2001-06-28T00:00:00.000Z",143000,"Q",4,7,"Average","Average","Brick/Siding",6,"Hardwood",1,0,2380,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,7,3,1906,2003,"2002-06-12T00:00:00.000Z",158000,"Q",4,7,"Average","Average","Common Brick",11,"Hardwood/Carp",1,1,2375,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,8,3,1907,,"2017-07-28T00:00:00.000Z",0,"U",4,8,"Above Average","Average","Vinyl Siding",1,"Hardwood",2,0,1056,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,9,3,1910,2014,"2014-09-23T00:00:00.000Z",0,"U",7,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1800,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",4,9,4,1910,,"2000-04-06T00:00:00.000Z",183500,"Q",7,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",4,0,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1906,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,1,1411,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,8,3,1906,,"1900-01-01T00:00:00.000Z",,"U",7,6,"Above Average","Average","Common Brick",2,"Wood Floor",2,0,1363,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",2,8,5,1906,2007,"2007-04-24T00:00:00.000Z",785000,"Q",7,7,"Good Quality","Good","Common Brick",2,"Hardwood/Carp",2,2,1360,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,7,4,1895,2010,"2010-12-14T00:00:00.000Z",485000,"Q",4,7,"Good Quality","Good","Common Brick",2,"Hardwood",2,0,1500,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1895,2004,"1900-01-01T00:00:00.000Z",,"U",4,7,"Good Quality","Average","Common Brick",2,"Hardwood",2,1,1499,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,8,4,1895,2014,"2010-09-14T00:00:00.000Z",350000,"Q",6,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",2,0,1688,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,10,4,1913,2012,"2012-07-24T00:00:00.000Z",628000,"Q",4,7,"Average","Very Good","Common Brick",6,"Hardwood",2,0,1710,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,7,4,1907,,"2004-08-06T00:00:00.000Z",375000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood/Carp",2,1,1499,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,8,5,1907,,"2004-07-23T00:00:00.000Z",450000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood/Carp",2,0,1499,"2018-07-22T18:01:43.000Z"
3,"Forced Air","N",2,8,4,1923,,"2011-06-29T00:00:00.000Z",0,"U",4,2,"Above Average","Average","Common Brick",6,"Hardwood",2,0,2923,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1926,2016,"2016-09-14T00:00:00.000Z",660000,"Q",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,1632,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,4,1925,2008,"2012-06-18T00:00:00.000Z",589000,"Q",3,1,"Above Average","Good","Shingle",1,"Hardwood",1,1,3800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1920,,"2014-04-01T00:00:00.000Z",0,"U",4,1,"Above Average","Average","Stucco",1,"Hardwood",1,1,5625,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,4,1895,,"2007-06-11T00:00:00.000Z",540000,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood/Carp",1,1,1500,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1909,1976,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1209,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",1,8,4,1907,2018,"2018-06-12T00:00:00.000Z",1400000,"Q",7,7,"Good Quality","Very Good","Common Brick",2,"Hardwood",1,0,1632,"2018-07-22T18:01:43.000Z"
8,"Forced Air","Y",1,12,4,1900,2013,"2011-06-13T00:00:00.000Z",750000,"Q",4,1,"Above Average","Good","Common Brick",11,"Hardwood",1,0,13600,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,6,3,1923,,"2011-07-27T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2276,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1906,2006,"1900-01-01T00:00:00.000Z",,"U",4,6,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1700,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1906,,"2000-09-22T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1700,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,4,1906,,"2004-05-27T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1700,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1909,2007,"2008-03-18T00:00:00.000Z",550000,"Q",4,7,"Good Quality","Good","Common Brick",2,"Hardwood",1,1,1700,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1907,2011,"2011-08-17T00:00:00.000Z",570000,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood/Carp",1,0,1500,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1910,,"2017-11-20T00:00:00.000Z",732500,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood/Carp",1,0,1499,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,9,4,1895,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",2,0,1500,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,4,1895,,"2014-02-26T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1111,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,4,1895,2018,"2018-05-24T00:00:00.000Z",1355000,"Q",4,7,"Above Average","Very Good","Common Brick",2,"Hardwood",2,1,1610,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,4,1908,2015,"2012-12-28T00:00:00.000Z",624000,"Q",4,7,"Above Average","Very Good","Common Brick",2,"Hardwood/Carp",1,0,1713,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",2,9,5,1909,2001,"2005-01-11T00:00:00.000Z",595000,"Q",7,7,"Above Average","Average","Common Brick",2,"Hardwood",2,0,2450,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1926,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1260,"2018-07-22T18:01:43.000Z"
3,"Forced Air","N",2,10,6,1909,,"2017-07-26T00:00:00.000Z",0,"U",7,7,"Very Good","Average","Common Brick",2,"Hardwood/Carp",2,0,1800,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,7,3,1910,2017,"2018-07-12T00:00:00.000Z",829000,"Q",4,7,"Average","Good","Common Brick",2,"Hardwood",1,0,1641,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1926,2016,"2016-09-22T00:00:00.000Z",625000,"Q",4,6,"Above Average","Good","Common Brick",2,"Hardwood",1,0,1632,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,8,5,1909,2013,"2016-12-27T00:00:00.000Z",950000,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood",2,0,1327,"2018-07-22T18:01:43.000Z"
2,"Gravity Furnac","N",2,8,5,1909,,"2018-02-27T00:00:00.000Z",684630,"U",4,7,"Above Average","Average","Common Brick",2,"Wood Floor",2,0,1326,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,10,4,1925,2012,"2013-01-08T00:00:00.000Z",610000,"Q",4,7,"Average","Very Good","Common Brick",6,"Hardwood",1,0,1700,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1925,,"2001-07-12T00:00:00.000Z",177000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1700,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,7,3,1925,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1596,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",2,8,4,1895,2005,"2011-04-08T00:00:00.000Z",626000,"Q",7,7,"Good Quality","Good","Common Brick",2,"Hardwood",2,0,1500,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",1,8,4,1905,2017,"2017-06-19T00:00:00.000Z",1490000,"Q",7,7,"Very Good","Good","Common Brick",2,"Wood Floor",1,1,1714,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,5,1909,,"1900-01-01T00:00:00.000Z",,"U",7,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,2520,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1923,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1447,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,3,1906,2007,"2016-05-03T00:00:00.000Z",1135000,"Q",4,6,"Very Good","Good","Common Brick",2,"Hardwood",1,1,1384,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",2,9,5,1909,2012,"2016-03-08T00:00:00.000Z",950000,"Q",7,7,"Good Quality","Good","Common Brick",2,"Hardwood/Carp",2,0,1667,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,1909,2011,"2017-07-18T00:00:00.000Z",1050000,"Q",4,7,"Good Quality","Good","Common Brick",2,"Hardwood",1,1,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,2,1925,,"2018-03-19T00:00:00.000Z",695000,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1600,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1906,,"1994-03-03T00:00:00.000Z",122500,"Q",4,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1800,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,8,5,1909,,"2013-05-29T00:00:00.000Z",0,"U",7,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1667,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,4,1895,2015,"2015-09-14T00:00:00.000Z",965000,"Q",4,7,"Good Quality","Very Good","Common Brick",2,"Hardwood/Carp",1,1,1499,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1912,,"2007-11-20T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",6,"Hardwood",1,0,2380,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1911,,"2010-12-14T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1533,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,9,3,1911,,"2008-08-06T00:00:00.000Z",340000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2726,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,7,4,1909,,"1997-07-02T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1277,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,3,1935,,"2017-10-16T00:00:00.000Z",585000,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood",2,1,1561,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,0,,"2018-01-09T00:00:00.000Z",615000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1561,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,7,4,1910,,"1999-08-18T00:00:00.000Z",0,"U",6,8,"Above Average","Average","Stucco",2,"Wood Floor",1,1,2325,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1928,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1607,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1917,,"2017-02-01T00:00:00.000Z",527500,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"2004-01-22T00:00:00.000Z",0,"U",1,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1616,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1922,,"2015-06-11T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1416,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1911,1992,"2018-01-24T00:00:00.000Z",0,"U",4,8,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1250,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"2000-10-24T00:00:00.000Z",153000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1900,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",0,6,3,1927,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,2,1926,1986,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1606,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,9,5,1915,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,1,1600,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,4,1915,2016,"2016-08-05T00:00:00.000Z",925000,"Q",4,6,"Above Average","Very Good","Common Brick",6,"Hardwood",2,0,1688,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,9,4,1950,2017,"2018-02-07T00:00:00.000Z",899000,"Q",4,7,"Average","Good","Common Brick",2,"Hardwood",2,0,2800,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,3,1941,2016,"2016-11-17T00:00:00.000Z",530000,"Q",4,1,"Above Average","Good","Common Brick",11,"Hardwood",1,0,2800,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1923,,"2000-07-20T00:00:00.000Z",117000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1880,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1916,,"2018-03-23T00:00:00.000Z",700000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,1,2785,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,4,1925,2008,"2017-12-22T00:00:00.000Z",0,"U",4,6,"Average","Good","Common Brick",6,"Hardwood",1,0,2316,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,2,1925,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Average","Average","Wood Siding",1,"Wood Floor",1,0,5800,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,10,4,1934,2016,"2015-07-14T00:00:00.000Z",375000,"Q",3,1,"Average","Good","Common Brick",1,"Hardwood",1,1,4679,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,6,2,1939,,"2002-05-10T00:00:00.000Z",177000,"Q",4,7,"Average","Average","Common Brick",2,"Hardwood",2,0,1512,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,3,1937,,"1997-12-18T00:00:00.000Z",156000,"Q",4,8,"Average","Average","Common Brick",11,"Hardwood",1,2,2495,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","N",4,12,4,1936,,"2003-05-28T00:00:00.000Z",219000,"Q",4,2,"Above Average","Average","Common Brick",6,"Hardwood",4,0,3040,"2018-07-22T18:01:43.000Z"
