"BATHRM","HEAT_D","AC","NUM_UNITS","ROOMS","BEDRM","AYB","YR_RMDL","SALEDATE","PRICE","QUALIFIED","STYLE","STRUCT","GRADE_D","CNDTN_D","EXTWALL_D","ROOF","INTWALL_D","KITCHENS","FIREPLACES","LANDAREA","GIS_LAST_MOD_DTTM"
2,"Hot Water Rad","N",1,9,3,1926,2016,"2015-12-02T00:00:00.000Z",569000,"Q",4,7,"Above Average","Good","Common Brick",6,"Hardwood",1,0,2040,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1915,,"2006-10-26T00:00:00.000Z",0,"U",4,8,"Above Average","Average","Common Brick",6,"Hardwood",1,1,2430,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1923,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",0,7,3,1923,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",1,"Hardwood",1,0,1636,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,5,2,1923,,"2000-02-17T00:00:00.000Z",175000,"Q",1,1,"Average","Average","Shingle",1,"Hardwood",1,1,4015,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1927,,"2009-10-13T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",6,"Hardwood",1,1,2090,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,9,3,1933,,"1900-01-01T00:00:00.000Z",,"U",6,1,"Above Average","Average","Stone",2,"Hardwood",1,2,4221,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,4,2,1913,1999,"2002-08-13T00:00:00.000Z",0,"U",4,7,"Fair Quality","Average","Common Brick",2,"Wood Floor",1,0,960,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",2,8,4,2012,,"2013-03-22T00:00:00.000Z",850000,"Q",4,1,"Above Average","Very Good","Common Brick",2,"Hardwood",2,0,3748,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,8,4,1908,,"2009-11-09T00:00:00.000Z",399000,"Q",6,8,"Average","Average","Common Brick",1,"Hardwood",1,1,3295,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",2,11,5,1908,,"2004-05-07T00:00:00.000Z",0,"U",6,2,"Average","Average","Wood Siding",1,"Hardwood",2,1,3240,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,4,1910,,"2015-10-05T00:00:00.000Z",400000,"Q",4,7,"Average","Average","Common Brick",6,"Wood Floor",1,0,1132,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,3,1915,2013,"2013-08-23T00:00:00.000Z",654000,"Q",4,7,"Above Average","Good","Common Brick",6,"Hardwood",2,0,2175,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,4,1914,2013,"2013-08-15T00:00:00.000Z",715000,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood/Carp",2,0,1174,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1890,2000,"2005-05-09T00:00:00.000Z",439900,"Q",7,7,"Above Average","Average","Common Brick",2,"Hardwood",1,1,838,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1915,,"2018-01-05T00:00:00.000Z",620000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,1,1594,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,6,2,1914,2013,"2013-09-25T00:00:00.000Z",610000,"Q",4,6,"Average","Good","Common Brick",6,"Hardwood",1,0,799,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,11,4,1911,,"2001-08-23T00:00:00.000Z",155000,"Q",7,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1700,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,3,1915,,"2005-02-15T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1870,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,9,3,1937,,"2018-05-25T00:00:00.000Z",0,"U",6,1,"Very Good","Good","Common Brick",11,"Hardwood",1,2,5034,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1907,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1275,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1930,,"2013-06-13T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Carpet",1,1,1629,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1906,1992,"1996-01-04T00:00:00.000Z",98000,"U",4,8,"Average","Average","Common Brick",6,"Hardwood",1,0,3353,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,10,5,1906,,"2016-02-24T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",6,"Hardwood",1,0,3185,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,9,4,1907,,"2001-05-09T00:00:00.000Z",0,"U",6,8,"Average","Average","Common Brick",6,"Hardwood",1,0,3053,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1923,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1620,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,4,1907,,"1998-08-11T00:00:00.000Z",0,"U",7,7,"Above Average","Average","Common Brick",2,"Wood Floor",1,0,780,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,4,1910,2007,"2018-07-03T00:00:00.000Z",950000,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood",1,0,1089,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1923,2006,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,1080,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1923,2011,"2012-05-14T00:00:00.000Z",389900,"Q",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,1746,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,1923,2016,"2018-05-30T00:00:00.000Z",750000,"Q",4,7,"Good Quality","Good","Common Brick",6,"Hardwood",1,0,1746,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,10,3,1910,2010,"2011-09-02T00:00:00.000Z",389000,"Q",4,7,"Average","Good","Common Brick",2,"Wood Floor",1,0,2700,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1923,,"2008-10-09T00:00:00.000Z",0,"U",4,7,"Average","Good","Common Brick",2,"Hardwood",1,0,1530,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,4,1905,2016,"2006-12-05T00:00:00.000Z",0,"U",4,8,"Above Average","Good","Common Brick",2,"Hardwood/Carp",1,0,3875,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1922,,"2009-10-20T00:00:00.000Z",240000,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1700,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1923,,"1995-08-22T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",6,"Hardwood",1,1,2000,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,7,4,1911,,"2008-10-31T00:00:00.000Z",265000,"U",4,6,"Above Average","Average","Common Brick",6,"Carpet",1,0,1955,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,6,4,1908,2005,"2006-05-23T00:00:00.000Z",535000,"Q",4,7,"Above Average","Good","Common Brick",6,"Hardwood",2,0,2215,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,3,1920,2016,"2012-02-08T00:00:00.000Z",352000,"Q",4,7,"Good Quality","Average","Common Brick",6,"Hardwood",1,0,1975,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,3,1948,,"2013-06-06T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,3047,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1948,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,2244,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,3,1948,,"2016-11-10T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,2244,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1948,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,2244,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,8,3,1895,1992,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1384,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,6,4,1912,2003,"2010-09-23T00:00:00.000Z",325000,"Q",4,7,"Average","Good","Common Brick",2,"Carpet",2,0,1130,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1912,2011,"2011-03-07T00:00:00.000Z",325000,"Q",4,6,"Average","Average","Common Brick",2,"Hardwood/Carp",1,0,1016,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1929,2007,"1993-04-22T00:00:00.000Z",40000,"Q",4,1,"Average","Average","Common Brick",6,"Hardwood",1,0,3100,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",2,6,3,1929,,"2002-03-20T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",6,"Hardwood",2,0,3100,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,6,4,1908,2015,"2017-03-22T00:00:00.000Z",646680,"U",4,7,"Average","Good","Common Brick",6,"Wood Floor",1,0,2008,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,4,1925,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",2,"Hardwood/Carp",1,1,1254,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,3,1905,2000,"2000-08-07T00:00:00.000Z",164450,"Q",4,6,"Good Quality","Average","Common Brick",2,"Hardwood",1,1,2125,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,2001,,"2001-04-17T00:00:00.000Z",150233,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood/Carp",1,0,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,2,1906,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Brick/Stone",2,"Hardwood",1,0,1890,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,8,4,1907,2009,"2010-05-11T00:00:00.000Z",605000,"Q",7,7,"Above Average","Good","Common Brick",2,"Hardwood/Carp",2,0,1022,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,9,3,1923,,"1999-04-27T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1658,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1917,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",6,"Hardwood",1,0,2028,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1908,,"1998-07-10T00:00:00.000Z",74000,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2043,"2018-07-22T18:01:43.000Z"
1,"Gravity Furnac","N",1,6,3,1910,,"2007-07-13T00:00:00.000Z",346000,"U",4,7,"Average","Average","Common Brick",6,"Wood Floor",1,0,1585,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,7,3,1910,2017,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1585,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,6,4,1911,2013,"2013-08-30T00:00:00.000Z",480000,"Q",4,7,"Above Average","Good","Common Brick",6,"Wood Floor",1,0,1639,"2018-07-22T18:01:43.000Z"
8,"Forced Air","Y",2,12,8,1907,2008,"2007-11-30T00:00:00.000Z",429000,"Q",7,7,"Above Average","Average","Common Brick",2,"Hardwood/Carp",2,2,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1909,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,3800,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,7,4,1895,2013,"2004-09-02T00:00:00.000Z",335000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood/Carp",2,0,1362,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,11,6,1910,,"2000-04-11T00:00:00.000Z",95000,"Q",7,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1594,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,4,1905,2010,"2013-08-22T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Wood Siding",2,"Hardwood",1,0,1705,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,7,3,1914,2006,"2013-11-08T00:00:00.000Z",543300,"Q",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,1700,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,2001,2013,"2012-09-28T00:00:00.000Z",590000,"Q",4,7,"Good Quality","Average","Common Brick",2,"Hardwood",1,1,1801,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",2,8,4,1900,2002,"2003-06-02T00:00:00.000Z",529900,"Q",7,7,"Above Average","Good","Common Brick",2,"Hardwood/Carp",2,2,1575,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","Y",1,11,4,1907,,"2010-05-20T00:00:00.000Z",0,"U",7,8,"Above Average","Average","Common Brick",6,"Hardwood",1,0,2408,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1912,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",6,"Wood Floor",1,1,1610,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1908,,"1997-07-25T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1695,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,3,1908,,"2004-02-06T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1798,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1916,,"2011-07-13T00:00:00.000Z",300000,"Q",4,7,"Average","Average","Common Brick",6,"Hardwood",1,1,1900,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",2,10,4,1907,2007,"1900-01-01T00:00:00.000Z",,"U",7,2,"Above Average","Average","Common Brick",2,"Hardwood",2,0,3454,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,4,1907,2004,"2006-02-13T00:00:00.000Z",577500,"Q",4,1,"Above Average","Average","Wood Siding",1,"Hardwood",1,1,3750,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,7,3,1907,,"1900-01-01T00:00:00.000Z",,"U",4,1,"Above Average","Average","Wood Siding",2,"Hardwood",1,1,3960,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,9,5,1907,2004,"2015-01-23T00:00:00.000Z",198600,"U",6,1,"Above Average","Good","Wood Siding",1,"Wood Floor",1,1,4600,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1908,2009,"2003-10-16T00:00:00.000Z",193000,"Q",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,1,2216,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,6,3,1913,2004,"2005-01-04T00:00:00.000Z",425000,"Q",4,6,"Average","Good","Common Brick",6,"Hardwood",1,0,1015,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,6,1920,2015,"2010-08-27T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,1,1809,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1914,,"2002-05-22T00:00:00.000Z",107000,"Q",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,899,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1911,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1343,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1900,,"2012-07-10T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1043,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,4,1925,2007,"2011-06-06T00:00:00.000Z",279000,"U",4,7,"Above Average","Good","Common Brick",6,"Hardwood",1,2,1800,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","Y",1,6,3,1916,2011,"2011-05-20T00:00:00.000Z",429000,"Q",4,7,"Above Average","Good","Common Brick",6,"Hardwood",1,1,2375,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,2,1912,,"2002-09-03T00:00:00.000Z",125000,"U",4,7,"Average","Average","Stucco",6,"Hardwood",1,2,1190,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1910,,"2006-11-30T00:00:00.000Z",0,"U",4,7,"Good Quality","Average","Common Brick",2,"Hardwood",1,1,1600,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,6,3,1911,1960,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",2,"Wood Floor",1,0,2800,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,6,4,1895,2006,"2016-12-19T00:00:00.000Z",775000,"U",4,7,"Good Quality","Good","Common Brick",2,"Hardwood",1,0,1367,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,8,5,1895,2005,"2004-12-20T00:00:00.000Z",600000,"Q",4,7,"Good Quality","Good","Common Brick",2,"Hardwood/Carp",2,1,1366,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1895,,"2001-02-06T00:00:00.000Z",106000,"Q",4,7,"Good Quality","Average","Common Brick",2,"Hardwood/Carp",1,0,1650,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",2,7,4,1907,2014,"2014-05-21T00:00:00.000Z",650000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood",2,1,1133,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,6,3,1908,,"2002-05-06T00:00:00.000Z",150000,"Q",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,2852,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",3,19,9,1912,,"2018-02-08T00:00:00.000Z",600000,"U",4,6,"Average","Average","Common Brick",5,"Hardwood",3,0,2280,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,4,1923,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1945,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,8,4,1923,,"2006-07-10T00:00:00.000Z",0,"U",4,7,"Average","Good","Common Brick",6,"Hardwood",1,0,1847,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,1895,2011,"2012-02-21T00:00:00.000Z",655000,"Q",7,7,"Good Quality","Average","Brick/Stone",2,"Hardwood/Carp",1,2,1600,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,10,4,1925,2012,"2012-09-21T00:00:00.000Z",495000,"Q",4,7,"Average","Very Good","Common Brick",6,"Hardwood",1,0,1350,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,3,1925,,"1998-06-23T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1350,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1925,,"2017-07-25T00:00:00.000Z",365000,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1524,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1409,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1912,,"2004-09-16T00:00:00.000Z",250000,"Q",5,7,"Average","Average","Common Brick",2,"Hardwood",1,1,2511,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1929,,"2012-07-30T00:00:00.000Z",275000,"Q",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,1789,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,4,1911,2003,"2001-01-01T00:00:00.000Z",0,"U",3,1,"Above Average","Average","Shingle",1,"Hardwood",1,0,9250,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,3,1929,,"2016-04-18T00:00:00.000Z",525000,"Q",4,1,"Above Average","Average","Brick/Siding",11,"Hardwood",1,1,4375,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,10,5,1906,,"2000-02-22T00:00:00.000Z",169000,"U",4,1,"Above Average","Average","Stucco",11,"Hardwood",1,1,5130,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1934,,"2002-08-28T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",6,"Hardwood",1,0,2775,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,9,3,1923,,"2009-08-17T00:00:00.000Z",0,"U",4,1,"Average","Average","Wood Siding",1,"Hardwood",1,1,5000,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,4,1960,2012,"2012-08-14T00:00:00.000Z",395000,"Q",1,1,"Average","Average","Common Brick",1,"Hardwood",1,0,5738,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,8,3,1932,2012,"2012-10-01T00:00:00.000Z",450000,"Q",4,1,"Above Average","Average","Common Brick",11,"Hardwood",1,2,4946,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1927,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1944,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,3,1928,,"1994-08-18T00:00:00.000Z",91100,"Q",4,8,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1965,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1931,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",6,"Hardwood",1,0,1755,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,4,1923,,"2016-03-14T00:00:00.000Z",0,"U",4,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,8847,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,6,2,1915,2011,"2015-01-02T00:00:00.000Z",0,"U",3,1,"Above Average","Average","Common Brick",1,"Hardwood",1,1,6472,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1900,2015,"2015-05-12T00:00:00.000Z",370000,"Q",4,8,"Above Average","Good","Common Brick",2,"Hardwood",1,0,1462,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1928,,"1998-08-04T00:00:00.000Z",0,"U",4,8,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1383,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,5,2,1928,2009,"2009-11-03T00:00:00.000Z",275000,"Q",4,8,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1399,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,8,3,1923,,"2016-08-02T00:00:00.000Z",379500,"U",4,7,"Average","Fair","Common Brick",2,"Hardwood",1,0,2565,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,4,1929,,"2016-03-23T00:00:00.000Z",560000,"Q",5,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,3921,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,4,1929,,"2009-05-27T00:00:00.000Z",252500,"U",4,8,"Above Average","Average","Common Brick",6,"Hardwood",1,1,3183,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1936,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1499,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",2,7,3,1926,2017,"2017-05-24T00:00:00.000Z",580000,"Q",4,8,"Above Average","Very Good","Common Brick",2,"Hardwood",1,0,1425,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1961,,"2004-12-10T00:00:00.000Z",0,"U",1,1,"Average","Good","Common Brick",1,"Hardwood",1,0,5658,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,6,3,1961,2011,"1999-04-01T00:00:00.000Z",0,"U",1,1,"Average","Good","Common Brick",1,"Hardwood",1,0,6258,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,3,1925,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,2878,"2018-07-22T18:01:43.000Z"
2,"Ht Pump","Y",1,6,3,1950,,"2008-03-10T00:00:00.000Z",330000,"U",4,8,"Average","Average","Common Brick",2,"Hardwood/Carp",1,1,2120,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,6,3,1923,2015,"2011-12-20T00:00:00.000Z",557000,"Q",6,1,"Above Average","Good","Shingle",1,"Hardwood",1,0,7500,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,5,1935,2014,"2011-10-12T00:00:00.000Z",0,"U",4,1,"Above Average","Average","Common Brick",11,"Hardwood",1,1,4872,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1927,,"2017-12-29T00:00:00.000Z",385000,"Q",4,8,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1419,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1419,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,1925,2016,"2018-05-30T00:00:00.000Z",0,"U",4,8,"Above Average","Good","Common Brick",2,"Hardwood",1,0,1393,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,4,1928,,"2008-07-25T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1800,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1927,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,713,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1925,,"2015-03-23T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1704,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,3,1938,1989,"2005-08-30T00:00:00.000Z",495000,"Q",3,1,"Above Average","Average","Common Brick",1,"Hardwood",1,1,4400,"2018-07-22T18:01:43.000Z"
